"","Time","Year","Month","Day","Season","ClimScenario","Region","Biomass_Index_10thPercentile","Biomass_Index_Mean","Biomass_Index_90thPercentile"
"160",2002-10-16,"2002","10","16","Fall","SSP5_85","All",215325.587853985,316568.067766007,570988.939409898
"161",2002-10-16,"2002","10","16","Fall","SSP5_85","GB",57895.8654410524,85540.073593375,146870.367595108
"162",2002-10-16,"2002","10","16","Fall","SSP5_85","GoM",22965.4446591504,35084.8159740609,61104.9220593323
"163",2003-03-16,"2003","03","16","Spring","SSP5_85","All",335536.383707996,518297.27915612,868100.911117162
"164",2003-03-16,"2003","03","16","Spring","SSP5_85","GB",95213.8980908806,146231.717368423,241483.024762011
"165",2003-03-16,"2003","03","16","Spring","SSP5_85","GoM",29481.6761686898,47085.2584388907,77974.7259508958
"166",2003-07-16,"2003","07","16","Summer","SSP5_85","All",2330758.65371115,3358170.68950693,6135973.81796468
"167",2003-07-16,"2003","07","16","Summer","SSP5_85","GB",598249.950358623,898533.18522708,1570440.54912931
"168",2003-07-16,"2003","07","16","Summer","SSP5_85","GoM",221416.258161216,341964.977708734,600892.642774728
"169",2003-10-16,"2003","10","16","Fall","SSP5_85","All",272308.466683923,456365.819042418,780186.309320706
"170",2003-10-16,"2003","10","16","Fall","SSP5_85","GB",73973.9424204995,121520.799965019,207012.721804392
"171",2003-10-16,"2003","10","16","Fall","SSP5_85","GoM",28904.5601865481,47617.8823314469,81513.1456757279
"172",2004-03-16,"2004","03","16","Spring","SSP5_85","All",357191.24286975,531789.153737329,865449.998402449
"173",2004-03-16,"2004","03","16","Spring","SSP5_85","GB",98254.0924322263,147912.05089935,233806.693785313
"174",2004-03-16,"2004","03","16","Spring","SSP5_85","GoM",31615.8079249534,48824.1692228024,77039.2452422891
"175",2004-07-16,"2004","07","16","Summer","SSP5_85","All",1778668.41289699,2985608.99132858,4597897.21525394
"176",2004-07-16,"2004","07","16","Summer","SSP5_85","GB",458005.383349292,802832.047949851,1265710.86782873
"177",2004-07-16,"2004","07","16","Summer","SSP5_85","GoM",178936.434379806,323883.067632661,488440.254573936
"178",2004-10-16,"2004","10","16","Fall","SSP5_85","All",230029.011701147,337503.357994865,532427.609563638
"179",2004-10-16,"2004","10","16","Fall","SSP5_85","GB",62985.4544485709,95397.7853118707,146688.039216529
"180",2004-10-16,"2004","10","16","Fall","SSP5_85","GoM",24553.6303902113,36760.3423461254,57147.7391300972
"181",2005-03-16,"2005","03","16","Spring","SSP5_85","All",275368.250274893,443969.568357434,653745.833780696
"182",2005-03-16,"2005","03","16","Spring","SSP5_85","GB",79856.3426915638,124385.57172359,184674.868668801
"183",2005-03-16,"2005","03","16","Spring","SSP5_85","GoM",26071.2434021835,40320.1666953016,60030.7643981779
"184",2005-07-16,"2005","07","16","Summer","SSP5_85","All",1965737.11335849,2891189.04265194,4165948.77483348
"185",2005-07-16,"2005","07","16","Summer","SSP5_85","GB",518219.474462537,769168.503880984,1098295.27246375
"186",2005-07-16,"2005","07","16","Summer","SSP5_85","GoM",193618.558092843,285097.301998821,428865.591016181
"187",2005-10-16,"2005","10","16","Fall","SSP5_85","All",237971.833615241,368556.00277131,518591.160820199
"188",2005-10-16,"2005","10","16","Fall","SSP5_85","GB",63701.1738483415,96923.478620597,136840.825146544
"189",2005-10-16,"2005","10","16","Fall","SSP5_85","GoM",24758.3003275463,38419.8742752438,54533.2968554758
"190",2006-03-16,"2006","03","16","Spring","SSP5_85","All",296512.061247336,429518.093092005,639567.637747936
"191",2006-03-16,"2006","03","16","Spring","SSP5_85","GB",82305.1213905378,119543.202724598,184320.048122337
"192",2006-03-16,"2006","03","16","Spring","SSP5_85","GoM",27453.5374165856,39892.5164575462,62461.2666425365
"193",2006-07-16,"2006","07","16","Summer","SSP5_85","All",1520175.61581535,2561231.04918859,3942073.71448626
"194",2006-07-16,"2006","07","16","Summer","SSP5_85","GB",406806.280233172,680121.330285205,1099682.0309472
"195",2006-07-16,"2006","07","16","Summer","SSP5_85","GoM",150860.997607734,257452.479656024,400705.610295741
"196",2006-10-16,"2006","10","16","Fall","SSP5_85","All",163584.345920165,259698.424648118,405863.028387864
"197",2006-10-16,"2006","10","16","Fall","SSP5_85","GB",42581.8733184,73211.929566113,108667.082662332
"198",2006-10-16,"2006","10","16","Fall","SSP5_85","GoM",16774.3417982563,28601.6493691723,42338.9813725544
"199",2007-03-16,"2007","03","16","Spring","SSP5_85","All",188153.145751098,306878.571121504,456001.028124114
"200",2007-03-16,"2007","03","16","Spring","SSP5_85","GB",53376.3338860355,87510.863907414,128619.757278886
"201",2007-03-16,"2007","03","16","Spring","SSP5_85","GoM",17208.6204235415,27882.3044179528,42591.3847245187
"202",2007-07-16,"2007","07","16","Summer","SSP5_85","All",1011162.48806929,1878937.75927469,2825420.35977132
"203",2007-07-16,"2007","07","16","Summer","SSP5_85","GB",280385.167396682,497650.47921113,753618.705399607
"204",2007-07-16,"2007","07","16","Summer","SSP5_85","GoM",107102.116626965,193964.618742416,289392.30845139
"205",2007-10-16,"2007","10","16","Fall","SSP5_85","All",126816.546623195,199037.064848281,296753.540072158
"206",2007-10-16,"2007","10","16","Fall","SSP5_85","GB",32378.1506787103,55418.5987079902,80821.3446295905
"207",2007-10-16,"2007","10","16","Fall","SSP5_85","GoM",13590.5139867121,22296.2019028074,34141.1439641119
"208",2008-03-16,"2008","03","16","Spring","SSP5_85","All",174728.849379275,272612.497212314,425140.012613929
"209",2008-03-16,"2008","03","16","Spring","SSP5_85","GB",49665.5411427078,80416.5770964198,118548.949777635
"210",2008-03-16,"2008","03","16","Spring","SSP5_85","GoM",16488.5466309169,26493.4551423263,39077.6985183905
"211",2008-07-16,"2008","07","16","Summer","SSP5_85","All",994065.256265061,1598494.10355792,2618589.42495727
"212",2008-07-16,"2008","07","16","Summer","SSP5_85","GB",259738.735060939,430635.416518239,694923.058908496
"213",2008-07-16,"2008","07","16","Summer","SSP5_85","GoM",97791.7951838294,163368.05867206,265468.354930045
"214",2008-10-16,"2008","10","16","Fall","SSP5_85","All",100239.011617337,172845.680282085,295256.229495101
"215",2008-10-16,"2008","10","16","Fall","SSP5_85","GB",26458.0429046072,45942.4829232521,76705.6647976087
"216",2008-10-16,"2008","10","16","Fall","SSP5_85","GoM",10822.6501334997,19102.3447620342,31659.5646876998
"217",2009-03-16,"2009","03","16","Spring","SSP5_85","All",177101.700308943,297453.070224056,466473.308283178
"218",2009-03-16,"2009","03","16","Spring","SSP5_85","GB",49567.580026577,84665.7943801353,131373.463707012
"219",2009-03-16,"2009","03","16","Spring","SSP5_85","GoM",16135.0954308366,28347.0932998653,42973.2367468536
"220",2009-07-16,"2009","07","16","Summer","SSP5_85","All",1294131.6682095,1975594.3529648,3233267.90268208
"221",2009-07-16,"2009","07","16","Summer","SSP5_85","GB",334200.045004491,519427.925454473,854392.004943422
"222",2009-07-16,"2009","07","16","Summer","SSP5_85","GoM",117944.505048942,203505.342231056,324582.460433717
"223",2009-10-16,"2009","10","16","Fall","SSP5_85","All",146390.160623426,232593.135840724,338841.866057667
"224",2009-10-16,"2009","10","16","Fall","SSP5_85","GB",38233.8066064533,61438.2016209654,91847.2233235756
"225",2009-10-16,"2009","10","16","Fall","SSP5_85","GoM",14296.7936631692,22973.7529497066,33935.2774494558
"226",2010-03-16,"2010","03","16","Spring","SSP5_85","All",222915.559618254,351773.886076571,533766.857870663
"227",2010-03-16,"2010","03","16","Spring","SSP5_85","GB",64143.2355893144,100918.570107875,155488.353985719
"228",2010-03-16,"2010","03","16","Spring","SSP5_85","GoM",19438.2646832455,30840.5807110866,50770.7143256269
"229",2010-07-16,"2010","07","16","Summer","SSP5_85","All",1387986.07100454,2118763.39450863,3666616.18340401
"230",2010-07-16,"2010","07","16","Summer","SSP5_85","GB",354698.805672076,561966.24691469,981757.940736826
"231",2010-07-16,"2010","07","16","Summer","SSP5_85","GoM",130518.340107287,218923.261668444,394232.342033824
"232",2010-10-16,"2010","10","16","Fall","SSP5_85","All",174481.457108825,261387.879287555,451307.837721059
"233",2010-10-16,"2010","10","16","Fall","SSP5_85","GB",44890.1616899811,67839.3477002925,117976.178013742
"234",2010-10-16,"2010","10","16","Fall","SSP5_85","GoM",16375.9764270453,25735.8141770901,41868.9069353657
"235",2011-03-16,"2011","03","16","Spring","SSP5_85","All",245770.677587154,409352.668753857,634543.140132118
"236",2011-03-16,"2011","03","16","Spring","SSP5_85","GB",70807.0107792342,114981.101203625,176355.638702778
"237",2011-03-16,"2011","03","16","Spring","SSP5_85","GoM",23221.9097977325,37684.6480168303,57098.8637960106
"238",2011-07-16,"2011","07","16","Summer","SSP5_85","All",1393641.51788274,2395764.23430863,3615038.53080677
"239",2011-07-16,"2011","07","16","Summer","SSP5_85","GB",387116.525386675,608364.679002274,974708.383884452
"240",2011-07-16,"2011","07","16","Summer","SSP5_85","GoM",147634.393648373,235590.874401116,380456.92346077
"241",2011-10-16,"2011","10","16","Fall","SSP5_85","All",206659.71997589,323191.932755704,505809.668742815
"242",2011-10-16,"2011","10","16","Fall","SSP5_85","GB",55938.4729886426,89451.9020846927,136260.158186139
"243",2011-10-16,"2011","10","16","Fall","SSP5_85","GoM",21443.4650652108,34270.9406504146,51876.1485714114
"244",2012-03-16,"2012","03","16","Spring","SSP5_85","All",276850.511003628,447272.631481644,683582.905389588
"245",2012-03-16,"2012","03","16","Spring","SSP5_85","GB",80643.3510412497,132078.516408601,196133.111382381
"246",2012-03-16,"2012","03","16","Spring","SSP5_85","GoM",26129.7469454351,44080.1310781596,62868.5486110544
"247",2012-07-16,"2012","07","16","Summer","SSP5_85","All",1593208.37360458,2330253.88469069,3729723.007859
"248",2012-07-16,"2012","07","16","Summer","SSP5_85","GB",432410.251331587,614515.035929414,1018930.89928593
"249",2012-07-16,"2012","07","16","Summer","SSP5_85","GoM",158232.344218502,235998.493080848,396760.968906456
"250",2012-10-16,"2012","10","16","Fall","SSP5_85","All",188542.015422428,301363.588064795,447518.462038513
"251",2012-10-16,"2012","10","16","Fall","SSP5_85","GB",50716.7366345902,81338.942916453,116495.790236789
"252",2012-10-16,"2012","10","16","Fall","SSP5_85","GoM",19434.6974796806,31438.1031134769,45420.3928934154
"253",2013-03-16,"2013","03","16","Spring","SSP5_85","All",335670.473850141,531413.944219552,821542.120652701
"254",2013-03-16,"2013","03","16","Spring","SSP5_85","GB",98083.3616951495,149438.756989385,229889.672290729
