COMMON_NAME,SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,PURPOSE_CODE,SURVEY,SEASON,YEAR,INDEX_TYPE,INDEX,CV,LOWER_90_CI,UPPER_90_CI
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2000,Abundance (numbers/tow),1.3081,0.5969,0.3292,2.8686
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2001,Abundance (numbers/tow),1.045,0.2844,0.5958,1.5517
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2002,Abundance (numbers/tow),4.7013,0.3375,2.2637,7.3039
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2003,Abundance (numbers/tow),1.2477,0.3685,0.5692,1.9924
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2004,Abundance (numbers/tow),4.2056,0.379,1.7459,6.8767
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2005,Abundance (numbers/tow),1.0241,0.2836,0.6005,1.5237
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2006,Abundance (numbers/tow),1.4385,0.3851,0.5959,2.4313
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2007,Abundance (numbers/tow),0.5905,0.248,0.3657,0.8445
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2008,Abundance (numbers/tow),3.5709,0.6775,0.6573,8.6504
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2009,Abundance (numbers/tow),2.5466,0.4379,0.9171,4.4972
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2010,Abundance (numbers/tow),1.611,0.2882,0.7991,2.3677
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2011,Abundance (numbers/tow),1.8051,0.2832,1.0595,2.6319
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2012,Abundance (numbers/tow),0.6593,0.3266,0.3389,1.0609
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2013,Abundance (numbers/tow),1.0904,0.4968,0.3624,2.0845
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2014,Abundance (numbers/tow),0.5844,0.2816,0.3342,0.8653
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2015,Abundance (numbers/tow),1.7894,0.2898,1.0196,2.7319
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2016,Abundance (numbers/tow),1.6189,0.4283,0.4883,2.7728
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1968,Abundance (numbers/tow),4.7343,0.1958,3.3086,6.3344
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1969,Abundance (numbers/tow),4.6318,0.1421,3.5964,5.7785
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1970,Abundance (numbers/tow),4.3421,0.1791,3.1553,5.5962
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1971,Abundance (numbers/tow),3.3912,0.1528,2.5781,4.2794
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1972,Abundance (numbers/tow),9.159,0.156,7.0176,11.7307
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1973,Abundance (numbers/tow),57.5767,0.641,16.0924,134.7872
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1974,Abundance (numbers/tow),14.7354,0.1734,10.6297,19.1028
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1975,Abundance (numbers/tow),6.89,0.3278,3.498,11.1813
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1976,Abundance (numbers/tow),7.0583,0.1737,5.0371,9.0734
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1977,Abundance (numbers/tow),6.3039,0.1148,5.1668,7.5446
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1978,Abundance (numbers/tow),12.312,0.1587,9.3757,15.5409
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1979,Abundance (numbers/tow),4.9871,0.1367,3.89,6.1371
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1980,Abundance (numbers/tow),7.676,0.2449,4.9426,11.1005
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1981,Abundance (numbers/tow),10.4385,0.1569,7.9772,13.3526
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1982,Abundance (numbers/tow),32.9581,0.7333,6.0293,81.3634
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1983,Abundance (numbers/tow),7.701,0.2151,5.2689,10.8149
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1984,Abundance (numbers/tow),4.0785,0.1485,3.1624,5.1688
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1985,Abundance (numbers/tow),7.029,0.212,4.6938,9.6626
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1986,Abundance (numbers/tow),5.0441,0.1239,4.0845,6.1396
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1987,Abundance (numbers/tow),3.235,0.1447,2.4659,3.9739
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1988,Abundance (numbers/tow),5.8681,0.1888,4.2149,7.8334
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1989,Abundance (numbers/tow),4.7943,0.1908,3.4183,6.4677
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1990,Abundance (numbers/tow),4.7896,0.2023,3.4576,6.5753
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1991,Abundance (numbers/tow),4.3133,0.106,3.5828,5.0965
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1992,Abundance (numbers/tow),2.6703,0.1615,2.014,3.4359
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1993,Abundance (numbers/tow),2.3953,0.2451,1.4947,3.4012
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1994,Abundance (numbers/tow),0.9451,0.2324,0.5983,1.3035
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1995,Abundance (numbers/tow),3.29,0.2458,2.1047,4.7538
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1996,Abundance (numbers/tow),2.6988,0.2329,1.7039,3.7728
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1997,Abundance (numbers/tow),2.3149,0.1535,1.7844,2.9537
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1998,Abundance (numbers/tow),4.3601,0.307,2.2526,6.6038
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1999,Abundance (numbers/tow),2.1476,0.1533,1.5954,2.687
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2000,Abundance (numbers/tow),3.5694,0.2277,2.2822,5.0434
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2001,Abundance (numbers/tow),1.8615,0.2437,1.141,2.6312
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2002,Abundance (numbers/tow),2.0827,0.2221,1.4021,2.9217
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2003,Abundance (numbers/tow),1.9751,0.3459,1.0261,3.3925
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2004,Abundance (numbers/tow),5.3798,0.4342,2.0605,9.3098
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2005,Abundance (numbers/tow),1.9628,0.1559,1.4969,2.4801
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2006,Abundance (numbers/tow),3.1715,0.2391,2.0129,4.4686
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2007,Abundance (numbers/tow),3.3724,0.2392,2.1006,4.734
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2008,Abundance (numbers/tow),3.5688,0.2699,2.1176,5.2848
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2009,Abundance (numbers/tow),2.2556,0.2174,1.4861,3.0836
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2010,Abundance (numbers/tow),1.9391,0.1981,1.3424,2.6226
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2011,Abundance (numbers/tow),1.0156,0.1942,0.6816,1.355
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2012,Abundance (numbers/tow),1.7222,0.2282,1.1191,2.41
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2013,Abundance (numbers/tow),3.5191,0.4866,1.183,6.865
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2014,Abundance (numbers/tow),1.8341,0.2399,1.1001,2.5668
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2015,Abundance (numbers/tow),0.7,0.1856,0.4982,0.9144
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2016,Abundance (numbers/tow),2.3197,0.3799,1.0201,3.9286
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,2017,Abundance (numbers/tow),4.7471,0.2806,2.6208,7.1613
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1963,Biomass (kg/tow),17.7722,0.2477,11.2137,25.992
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1964,Biomass (kg/tow),11.7665,0.2675,6.9649,17.5443
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1965,Biomass (kg/tow),11.8334,0.2911,6.2626,17.6256
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1966,Biomass (kg/tow),8.1302,0.2075,5.4372,10.9334
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1967,Biomass (kg/tow),13.62,0.2012,9.3305,18.4773
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1968,Biomass (kg/tow),8.5258,0.2133,5.7159,11.7397
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1969,Biomass (kg/tow),7.9952,0.1853,5.5374,10.4459
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1970,Biomass (kg/tow),12.579,0.177,9.1434,16.3624
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1971,Biomass (kg/tow),9.8397,0.2303,6.5561,14.1396
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1972,Biomass (kg/tow),22.9815,0.3035,13.1286,34.633
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1973,Biomass (kg/tow),30.8396,0.2702,18.4057,45.3191
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1974,Biomass (kg/tow),8.2257,0.1941,5.8085,11.141
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1975,Biomass (kg/tow),14.0577,0.3671,6.4418,23.4235
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1976,Biomass (kg/tow),17.6629,0.2231,11.5221,24.3963
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1977,Biomass (kg/tow),12.5237,0.1263,10.0252,15.2218
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1978,Biomass (kg/tow),23.2877,0.1396,18.3063,28.905
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1979,Biomass (kg/tow),16.5066,0.1227,13.3247,20.1242
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1980,Biomass (kg/tow),6.7314,0.2281,4.4127,9.5821
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1981,Biomass (kg/tow),20.2502,0.4099,9.4157,36.5215
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1982,Biomass (kg/tow),6.0757,0.3887,3.0559,10.8227
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1983,Biomass (kg/tow),7.3941,0.2783,3.9043,10.6589
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1984,Biomass (kg/tow),10.0076,0.2993,5.8849,15.3085
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1985,Biomass (kg/tow),3.1104,0.4213,1.2057,5.4435
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1986,Biomass (kg/tow),3.7142,0.2436,2.2746,5.3131
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1987,Biomass (kg/tow),4.4226,0.2675,2.5654,6.4154
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1988,Biomass (kg/tow),5.6003,0.3195,3.0029,8.8107
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1989,Biomass (kg/tow),4.7112,0.2729,2.7252,6.8896
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1990,Biomass (kg/tow),11.5325,0.3807,5.227,19.4935
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1991,Biomass (kg/tow),1.423,0.2725,0.8088,2.0695
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1992,Biomass (kg/tow),2.9538,0.272,1.6863,4.3592
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1993,Biomass (kg/tow),2.1739,0.3145,1.1296,3.3663
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1994,Biomass (kg/tow),3.2573,0.2823,1.8877,4.8732
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1995,Biomass (kg/tow),5.6264,0.4168,2.2353,9.7452
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1996,Biomass (kg/tow),2.7102,0.2526,1.681,3.9282
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1997,Biomass (kg/tow),1.8938,0.4363,0.6807,3.4308
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1998,Biomass (kg/tow),2.8191,0.1998,1.9035,3.7259
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,1999,Biomass (kg/tow),3.0101,0.3871,1.3353,5.1681
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2000,Biomass (kg/tow),1.3518,0.3323,0.6682,2.1173
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2001,Biomass (kg/tow),2.0932,0.2954,1.1076,3.1848
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2002,Biomass (kg/tow),11.2714,0.4037,4.5501,18.5773
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2003,Biomass (kg/tow),2.0933,0.2781,1.1928,3.067
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2004,Biomass (kg/tow),5.8907,0.6613,1.3145,13.8366
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2005,Biomass (kg/tow),1.5714,0.2674,0.9202,2.2895
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2006,Biomass (kg/tow),2.645,0.4165,1.0223,4.5564
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2007,Biomass (kg/tow),1.1091,0.3294,0.5876,1.7582
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2008,Biomass (kg/tow),2.8832,0.3055,1.4971,4.3834
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2009,Biomass (kg/tow),4.2201,0.3503,2.0916,6.8633
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2010,Biomass (kg/tow),2.4793,0.2796,1.3102,3.5973
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2011,Biomass (kg/tow),3.0287,0.3498,1.5921,4.8069
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2012,Biomass (kg/tow),1.6114,0.337,0.8175,2.6614
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2013,Biomass (kg/tow),1.9927,0.482,0.6407,3.746
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2014,Biomass (kg/tow),1.3563,0.2728,0.7682,1.9746
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2015,Biomass (kg/tow),3.5032,0.2778,2.0364,5.2613
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS fall BTS,FALL,2016,Biomass (kg/tow),3.5893,0.4121,1.1814,6.0511
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1968,Biomass (kg/tow),12.6747,0.1791,9.0458,16.6659
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1969,Biomass (kg/tow),17.78,0.1375,13.9151,22.2058
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1970,Biomass (kg/tow),15.7824,0.1846,11.4248,20.7882
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1971,Biomass (kg/tow),14.256,0.2127,9.5556,19.5119
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1972,Biomass (kg/tow),19.3049,0.1278,15.6244,23.781
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1973,Biomass (kg/tow),94.0688,0.5504,34.8571,202.3403
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1974,Biomass (kg/tow),36.3834,0.1544,27.846,45.6482
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1975,Biomass (kg/tow),26.0691,0.3058,14.413,41.4976
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1976,Biomass (kg/tow),18.6387,0.1342,14.6078,22.7086
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1977,Biomass (kg/tow),15.4411,0.1226,12.6041,18.8333
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1978,Biomass (kg/tow),31.2433,0.1396,24.4182,38.8341
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1979,Biomass (kg/tow),16.1988,0.1397,12.7652,20.0028
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1980,Biomass (kg/tow),24.1331,0.2055,16.5903,32.8884
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1981,Biomass (kg/tow),26.0813,0.1451,20.1923,32.797
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1982,Biomass (kg/tow),101.9054,0.8204,11.8006,271.5381
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1983,Biomass (kg/tow),23.4843,0.1707,17.4123,30.608
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1984,Biomass (kg/tow),15.2568,0.1898,10.915,20.2708
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1985,Biomass (kg/tow),21.6948,0.1821,15.3945,28.3629
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1986,Biomass (kg/tow),16.6843,0.1401,13.1013,20.655
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1987,Biomass (kg/tow),9.9318,0.1546,7.4882,12.3583
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1988,Biomass (kg/tow),13.4704,0.1756,9.7605,17.5777
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1989,Biomass (kg/tow),10.9433,0.174,8.2335,14.5196
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1990,Biomass (kg/tow),11.7437,0.1684,8.7591,15.1186
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1991,Biomass (kg/tow),8.9346,0.1284,7.1202,10.8775
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1992,Biomass (kg/tow),7.4413,0.1854,5.3291,9.963
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1993,Biomass (kg/tow),6.9635,0.2348,4.4175,9.6767
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1994,Biomass (kg/tow),1.2094,0.2443,0.7389,1.6829
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1995,Biomass (kg/tow),8.3729,0.3717,3.729,13.8536
"COD,ATLANTIC",164712,GBK,NONE,10,NMFS spring BTS,SPRING,1996,Biomass (kg/tow),7.5029,0.2133,4.9084,10.1542
